date,city,total_consumption,residential,commercial,industrial,cooling_specific
2024-08-24,Houston,9123,3913,2184,1483,1021
2024-08-25,Houston,9571,4062,1951,2861,1618
2024-08-26,Houston,9900,4327,2093,1195,1642
2024-08-27,Houston,8978,2968,3020,1457,1424
2024-08-28,Houston,9612,3187,2219,2095,1725
2024-08-29,Houston,9321,2866,2160,2652,1387
2024-08-30,Houston,9736,3943,3403,2542,1356
2024-08-31,Houston,9230,4413,2728,2235,1385
2024-09-01,Houston,9325,3495,3393,1711,950
2024-09-02,Houston,9231,3540,2650,1336,1065
2024-09-03,Houston,9499,3666,2840,1369,1009
2024-09-04,Houston,10060,3494,2785,2993,1838
2024-09-05,Houston,8957,3393,3500,1515,1613
2024-09-06,Houston,9360,2854,2474,2102,1225
2024-09-07,Houston,7972,2462,1789,2271,1265
2024-09-08,Houston,9696,4744,2928,1963,1752
2024-09-09,Houston,9774,3895,2270,2406,1672
2024-09-10,Houston,10558,4924,3455,2135,1992
2024-09-11,Houston,7733,3674,1609,1888,1236
2024-09-12,Houston,8662,3077,3456,1244,949
2024-09-13,Houston,10149,3244,2642,1263,1694
2024-09-14,Houston,8520,2756,2005,2535,1247
2024-09-15,Houston,9206,4424,3230,2261,1809
2024-09-16,Houston,7700,3695,1921,2074,834
2024-09-17,Houston,9937,3104,3004,2805,1269
2024-09-18,Houston,7378,2323,1694,808,1210
2024-09-19,Houston,8708,3231,2519,1331,1603
2024-09-20,Houston,8380,2904,3082,2118,888
2024-09-21,Houston,8712,4016,2231,1636,926
2024-09-22,Houston,9554,3017,2642,2022,1907
2024-09-23,Houston,10726,3815,2362,1416,1406
2024-09-24,Houston,9698,3993,3688,2432,1925
2024-09-25,Houston,8948,3072,2223,1872,1114
2024-09-26,Houston,7984,3496,2357,1333,1314
2024-09-27,Houston,9173,4009,2945,1275,1781
2024-09-28,Houston,8275,3941,2351,2356,1617
2024-09-29,Houston,9221,2871,2855,1059,984
2024-09-30,Houston,8577,3612,2968,2159,976
2024-10-01,Houston,9760,3878,3422,1449,1602
2024-10-02,Houston,9506,2902,2607,1253,1724
2024-10-03,Houston,8486,2779,3099,2514,1172
2024-10-04,Houston,9429,2926,2339,2275,1538
2024-10-05,Houston,7916,2990,2876,1140,906
2024-10-06,Houston,8892,3857,3356,2098,1443
2024-10-07,Houston,8902,2792,3101,1793,1779
2024-10-08,Houston,9990,3896,2571,1929,1564
2024-10-09,Houston,10075,4107,3741,1228,2003
2024-10-10,Houston,9286,4573,2934,1977,1312
2024-10-11,Houston,8776,3452,3198,1970,892
2024-10-12,Houston,7854,3245,2645,1619,1380
2024-10-13,Houston,9027,3171,3328,1889,975
2024-10-14,Houston,9451,4451,3425,1029,1522
2024-10-15,Houston,10495,4851,2939,2682,1854
2024-10-16,Houston,9338,3016,2950,2796,1780
2024-10-17,Houston,7592,2586,2370,1897,1260
2024-10-18,Houston,9016,4021,3442,1742,988
2024-10-19,Houston,10854,3691,3437,1249,2045
2024-10-20,Houston,8253,3313,2119,2098,1092
2024-10-21,Houston,7369,2583,2909,1409,1048
2024-10-22,Houston,9193,3896,2788,1606,1405
2024-10-23,Houston,9807,4679,3407,2714,1254
2024-10-24,Houston,8116,3222,1770,1978,1066
2024-10-25,Houston,7346,2845,2580,1922,1311
2024-10-26,Houston,9022,3407,2778,1285,1456
2024-10-27,Houston,9394,3099,2395,2716,1049
2024-10-28,Houston,8199,3655,2533,2288,965
2024-10-29,Houston,9312,3682,2852,2568,1077
2024-10-30,Houston,11380,4426,2623,1233,1191
2024-10-31,Houston,7758,3355,1601,2306,1308
2024-11-01,Houston,8062,2804,1807,1697,904
2024-11-02,Houston,8204,3628,2277,917,859
2024-11-03,Houston,9723,3591,2698,1855,982
2024-11-04,Houston,8878,4144,1975,1601,1060
2024-11-05,Houston,9624,4328,2682,1263,1533
2024-11-06,Houston,8382,3665,2779,2051,1358
2024-11-07,Houston,8881,3637,2893,914,1041
2024-11-08,Houston,10153,4023,3381,1635,1858
2024-11-09,Houston,7820,2959,2954,1691,814
2024-11-10,Houston,8474,4035,3376,1660,1473
2024-11-11,Houston,8591,3111,2118,935,897
2024-11-12,Houston,10119,3936,4006,1601,1102
2024-11-13,Houston,6497,2507,2387,1286,794
2024-11-14,Houston,9677,2925,2231,1063,1141
2024-11-15,Houston,7042,3339,1954,1291,1297
2024-11-16,Houston,10008,4178,2014,1989,1374
2024-11-17,Houston,9171,4558,1967,2226,1221
2024-11-18,Houston,9565,4734,1949,1359,1336
2024-11-19,Houston,8718,3065,1974,2014,1234
2024-11-20,Houston,7047,2996,2445,1846,1382
2024-11-21,Houston,10126,3550,3148,2232,1389
2024-11-22,Houston,8394,3366,1804,879,1435
2024-11-23,Houston,9978,4365,2368,2730,1252
2024-11-24,Houston,9912,3993,2371,2326,1602
2024-11-25,Houston,8694,2920,1968,1152,1489
2024-11-26,Houston,9615,3314,2288,1907,1339
2024-11-27,Houston,8377,3036,1841,1084,1223
2024-11-28,Houston,7902,3004,2929,1955,1519
2024-11-29,Houston,10092,5045,3388,1471,1246
2024-11-30,Houston,6938,2322,2510,968,1265
2024-12-01,Houston,9916,4821,3344,2702,1012
2024-12-02,Houston,7469,2766,1735,1518,1243
2024-12-03,Houston,8559,2663,2354,2084,884
2024-12-04,Houston,8632,4118,2348,1161,1033
2024-12-05,Houston,8919,3509,2003,2339,1024
2024-12-06,Houston,8753,4278,2313,2607,1344
2024-12-07,Houston,8319,4129,3262,1031,1636
2024-12-08,Houston,9650,3787,3178,1839,1645
2024-12-09,Houston,9839,4371,2845,1410,1604
2024-12-10,Houston,5609,2492,1208,1635,964
2024-12-11,Houston,8737,2721,2202,2116,1401
2024-12-12,Houston,10903,4974,4233,1950,1740
2024-12-13,Houston,7597,3697,2312,1963,1391
2024-12-14,Houston,8660,2782,1812,2272,882
2024-12-15,Houston,8704,3010,2244,1672,1691
2024-12-16,Houston,9046,3337,2488,1714,931
2024-12-17,Houston,10521,5130,2580,2384,1633
2024-12-18,Houston,8149,2991,2331,937,1524
2024-12-19,Houston,9033,2896,3012,1850,1303
2024-12-20,Houston,7708,2688,2124,1671,1112
2024-12-21,Houston,9214,3961,2642,2473,1814
2024-12-22,Houston,7933,3265,3046,1961,1281
2024-12-23,Houston,6734,3282,2347,1148,837
2024-12-24,Houston,8595,4266,1842,2104,1622
2024-12-25,Houston,6691,2530,2092,956,734
2024-12-26,Houston,8709,3551,2059,1656,1354
2024-12-27,Houston,8473,3079,2883,2026,1390
2024-12-28,Houston,8804,4198,2848,1194,1075
2024-12-29,Houston,8726,2726,2790,1065,1731
2024-12-30,Houston,8638,3531,2420,1219,1244
2024-12-31,Houston,9394,3469,2703,993,1853
2025-01-01,Houston,9224,4594,2720,1183,1090
2025-01-02,Houston,8914,3602,2574,2222,1328
2025-01-03,Houston,9222,4360,3095,2699,1425
2025-01-04,Houston,7750,2469,2683,1063,1489
2025-01-05,Houston,9079,4279,2875,1385,1508
2025-01-06,Houston,8879,3120,2754,2151,1439
2025-01-07,Houston,9792,3849,3493,1782,1566
2025-01-08,Houston,7985,2869,1941,2112,1555
2025-01-09,Houston,9792,4414,2830,1724,1594
2025-01-10,Houston,10123,4836,3350,2574,1544
2025-01-11,Houston,8812,2711,2178,1135,1091
2025-01-12,Houston,9418,4395,2673,2250,1793
2025-01-13,Houston,8773,3626,2218,1909,1139
2025-01-14,Houston,8549,3898,3144,1385,1210
2025-01-15,Houston,8828,2809,3001,2205,1625
2025-01-16,Houston,6944,2958,1562,1155,1199
2025-01-17,Houston,9140,3317,3243,1906,1282
2025-01-18,Houston,8704,3540,2344,1123,1701
2025-01-19,Houston,8827,4123,2849,2201,951
2025-01-20,Houston,8019,3812,1849,2341,1475
2025-01-21,Houston,9473,3176,2587,2057,1248
2025-01-22,Houston,8347,3085,3321,1667,1107
2025-01-23,Houston,9028,3455,1995,1580,992
2025-01-24,Houston,9590,3633,3558,2112,1328
2025-01-25,Houston,8503,3356,2615,1632,1429
2025-01-26,Houston,9026,4071,2097,1900,1086
2025-01-27,Houston,8494,3199,2758,1294,1581
2025-01-28,Houston,11657,4525,2832,1807,1695
2025-01-29,Houston,10060,4647,3454,2670,1515
2025-01-30,Houston,9009,2800,3097,1616,1435
2025-01-31,Houston,10438,4894,3596,1744,1404
2025-02-01,Houston,6605,3038,1443,1461,1011
2025-02-02,Houston,8722,2719,1817,980,1384
2025-02-03,Houston,8045,3736,3064,2068,1089
2025-02-04,Houston,8909,3533,1882,2063,1656
2025-02-05,Houston,8050,3670,2275,2313,1210
2025-02-06,Houston,9159,4103,1965,2271,1002
2025-02-07,Houston,7702,3277,2562,1250,1254
2025-02-08,Houston,7686,2797,1896,1255,1297
2025-02-09,Houston,10135,3908,3936,1452,1684
2025-02-10,Houston,9223,2783,3220,2096,1748
2025-02-11,Houston,10276,4124,2095,2194,1145
2025-02-12,Houston,8614,3735,2773,2031,1312
2025-02-13,Houston,9217,3873,3367,2345,1029
2025-02-14,Houston,8968,2909,3376,1140,1546
2025-02-15,Houston,8695,3490,2206,2393,1519
2025-02-16,Houston,9760,4553,2897,1048,1270
2025-02-17,Houston,7985,3389,1823,1062,898
2025-02-18,Houston,8745,3270,2664,2135,1526
2025-02-19,Houston,8785,4055,2805,1996,1634
2025-02-20,Houston,9443,4323,2634,1071,1198
2025-02-21,Houston,8493,3554,2895,891,1112
2025-02-22,Houston,8511,2696,2138,1798,1389
2025-02-23,Houston,9920,3208,2249,2227,1479
2025-02-24,Houston,8841,2721,3505,2407,1614
2025-02-25,Houston,9589,4775,3581,1515,1584
2025-02-26,Houston,10692,5232,2960,2327,1729
2025-02-27,Houston,8390,4045,2165,2451,1599
2025-02-28,Houston,8537,3258,2100,1447,1134
2025-03-01,Houston,9394,3432,3505,2350,1652
2025-03-02,Houston,9231,3914,3470,1945,1090
2025-03-03,Houston,8521,3526,1953,1538,1125
2025-03-04,Houston,10156,4951,3314,1110,1519
2025-03-05,Houston,8364,3258,2787,2440,952
2025-03-06,Houston,9939,3345,3579,1794,1535
2025-03-07,Houston,8869,3310,1829,1611,1769
2025-03-08,Houston,7602,2917,2375,1529,1213
2025-03-09,Houston,8765,3643,2133,969,1067
2025-03-10,Houston,7490,2286,2976,962,913
2025-03-11,Houston,8729,3922,2353,1367,1745
2025-03-12,Houston,10278,3660,3848,2113,1692
2025-03-13,Houston,8709,4127,2755,2561,1553
2025-03-14,Houston,9269,4159,2347,2704,1117
2025-03-15,Houston,8989,4233,2914,2506,1047
2025-03-16,Houston,12101,4005,4624,2322,1419
2025-03-17,Houston,9011,4414,2683,2240,1116
2025-03-18,Houston,8678,3250,2898,977,1054
2025-03-19,Houston,9768,3508,3476,1279,1767
2025-03-20,Houston,7673,3281,2746,2091,833
2025-03-21,Houston,8994,3437,2510,1913,1513
2025-03-22,Houston,8620,4227,2392,1463,1482
2025-03-23,Houston,8072,4002,3141,2136,1351
2025-03-24,Houston,10490,4621,3223,1101,1080
2025-03-25,Houston,8650,3450,2343,1257,1690
2025-03-26,Houston,9538,3450,3505,1179,1766
2025-03-27,Houston,7791,3519,2768,2136,907
2025-03-28,Houston,10700,4421,3007,1117,1596
2025-03-29,Houston,6724,2757,1581,1437,955
2025-03-30,Houston,8209,3551,3010,1915,986
2025-03-31,Houston,6787,2306,1838,1669,1145
2025-04-01,Houston,9254,2798,2636,2157,1610
2025-04-02,Houston,10300,4978,2112,1730,1693
2025-04-03,Houston,7754,3063,2804,794,1101
2025-04-04,Houston,8911,3924,2909,1640,1411
2025-04-05,Houston,7328,3648,1968,2004,1247
2025-04-06,Houston,8769,3745,3344,907,1066
2025-04-07,Houston,10727,4492,3516,2107,1783
2025-04-08,Houston,8082,3016,1984,2178,1524
2025-04-09,Houston,8309,3991,3102,1182,1215
2025-04-10,Houston,10076,4401,2408,2259,1257
2025-04-11,Houston,8686,3043,2739,2208,1603
2025-04-12,Houston,8134,3046,2503,1377,1050
2025-04-13,Houston,8325,3741,3133,1529,1014
2025-04-14,Houston,8825,3359,2371,2218,1701
2025-04-15,Houston,9099,3894,2656,1094,1068
2025-04-16,Houston,8642,2707,3244,938,1099
2025-04-17,Houston,9036,3810,3043,1157,1007
2025-04-18,Houston,9287,3161,3035,2656,1460
2025-04-19,Houston,8903,3943,3323,2544,1774
2025-04-20,Houston,7749,3863,2272,807,1005
2025-04-21,Houston,9675,3209,3192,1214,1022
2025-04-22,Houston,8113,3170,2659,1194,1062
2025-04-23,Houston,8197,2709,3232,1852,1288
2025-04-24,Houston,7984,3313,3165,810,1031
2025-04-25,Houston,8667,3561,3098,1101,1227
2025-04-26,Houston,8919,3542,2813,1950,1419
2025-04-27,Houston,7377,2760,2436,810,1229
2025-04-28,Houston,8955,3235,3124,1436,1697
2025-04-29,Houston,9030,3509,2668,923,1254
2025-04-30,Houston,8247,3724,3152,1320,1093
2025-05-01,Houston,10236,4927,2261,1153,1135
2025-05-02,Houston,8609,3515,2034,1852,1135
2025-05-03,Houston,6498,2438,2136,1392,1027
2025-05-04,Houston,9860,3580,3389,1226,1104
2025-05-05,Houston,9345,3007,3254,1989,1545
2025-05-06,Houston,8909,4231,2741,1932,915
2025-05-07,Houston,7883,3358,1843,1608,923
2025-05-08,Houston,8364,3948,2446,1979,1501
2025-05-09,Houston,7838,3053,1619,858,1198
2025-05-10,Houston,9381,3160,2572,1741,1010
2025-05-11,Houston,8018,3958,2986,1489,1230
2025-05-12,Houston,9787,3396,3214,994,1075
2025-05-13,Houston,9836,3817,3693,2759,1690
2025-05-14,Houston,9710,4405,2056,2254,1735
2025-05-15,Houston,7928,3372,2887,2246,1336
2025-05-16,Houston,8390,2895,3168,1040,1161
2025-05-17,Houston,8524,3351,2058,2506,957
2025-05-18,Houston,6464,2716,1321,1725,851
2025-05-19,Houston,8417,2963,1954,2050,1553
2025-05-20,Houston,7848,3905,1752,2347,853
2025-05-21,Houston,8123,2439,2275,1821,879
2025-05-22,Houston,8993,4009,2121,1042,1511
2025-05-23,Houston,7318,2988,2276,1812,857
2025-05-24,Houston,9341,2855,3210,2230,1104
2025-05-25,Houston,9761,3076,3393,1850,1848
2025-05-26,Houston,9127,4343,3549,1139,1675
2025-05-27,Houston,9948,3413,3625,2277,1314
2025-05-28,Houston,8016,2520,2369,1452,1172
2025-05-29,Houston,8775,2987,2067,2319,1180
2025-05-30,Houston,11010,4086,2808,2536,1584
2025-05-31,Houston,7398,2584,2842,1973,1348
2025-06-01,Houston,8427,3189,2028,2128,1580
2025-06-02,Houston,8141,3392,1726,908,1462
2025-06-03,Houston,9843,3488,3083,2296,1764
2025-06-04,Houston,9028,4313,2920,2210,1689
2025-06-05,Houston,9346,3226,3192,1393,1390
2025-06-06,Houston,8274,3095,2873,1221,1150
2025-06-07,Houston,9866,4279,3905,1619,1272
2025-06-08,Houston,9696,3217,3285,2174,1452
2025-06-09,Houston,8337,2820,1896,1497,1437
2025-06-10,Houston,9691,4296,3086,2157,1584
2025-06-11,Houston,9404,3705,1903,1404,1198
2025-06-12,Houston,9304,3497,2961,982,1800
2025-06-13,Houston,8134,3543,2061,1643,1092
2025-06-14,Houston,7708,3494,2383,1013,850
2025-06-15,Houston,9409,3424,2972,1888,1416
2025-06-16,Houston,8516,4213,2559,1517,1619
2025-06-17,Houston,6634,2737,1824,1765,783
2025-06-18,Houston,8375,3561,2564,2468,1152
2025-06-19,Houston,10148,4083,2112,1064,1964
2025-06-20,Houston,10370,4037,4060,2022,1405
2025-06-21,Houston,8788,2656,2063,1524,1428
2025-06-22,Houston,7841,2882,2851,790,1117
2025-06-23,Houston,9604,4051,2469,2558,1246
2025-06-24,Houston,8462,2981,3044,2106,1567
2025-06-25,Houston,7769,3600,2841,1476,1342
2025-06-26,Houston,8948,3772,3150,2062,1416
2025-06-27,Houston,9843,3574,2075,2487,1505
2025-06-28,Houston,9437,3787,3026,1652,1805
2025-06-29,Houston,9118,3036,3096,1607,1551
2025-06-30,Houston,9724,4106,2799,1525,1746
2025-07-01,Houston,8486,3371,2975,1106,1217
2025-07-02,Houston,9632,3367,2003,1598,1347
2025-07-03,Houston,7738,3084,1660,1620,1444
2025-07-04,Houston,8959,3822,2945,2027,1496
2025-07-05,Houston,9904,3812,3337,2545,1867
2025-07-06,Houston,9392,3895,1897,1723,1157
2025-07-07,Houston,9045,3171,2514,2508,1156
2025-07-08,Houston,10071,4438,2840,2286,1896
2025-07-09,Houston,11008,4142,2535,2011,1995
2025-07-10,Houston,6288,2384,1385,934,944
2025-07-11,Houston,10143,3385,2242,1349,1910
2025-07-12,Houston,9009,3851,2092,2018,1687
2025-07-13,Houston,9655,3473,2762,2759,1563
2025-07-14,Houston,7628,2428,1929,912,1317
2025-07-15,Houston,8166,2574,2134,1293,1423
2025-07-16,Houston,8790,2825,2460,2243,1697
2025-07-17,Houston,10944,4405,3322,1696,1966
2025-07-18,Houston,7524,2383,2432,874,927
2025-07-19,Houston,8043,3372,2396,1595,1275
2025-07-20,Houston,7732,2877,3014,978,1128
2025-07-21,Houston,8930,3242,2506,2326,1582
2025-07-22,Houston,8359,3904,1829,1329,1307
2025-07-23,Houston,9238,2902,2346,1704,1166
2025-07-24,Houston,7895,3358,2123,1547,1279
2025-07-25,Houston,9988,4989,2008,2229,1943
2025-07-26,Houston,10206,4607,3531,1367,1537
2025-07-27,Houston,8185,3897,2007,1227,1572
2025-07-28,Houston,10899,4403,3041,1742,1431
2025-07-29,Houston,9821,3965,2704,2495,1699
2025-07-30,Houston,9642,4509,2443,1684,1912
2025-07-31,Houston,8006,3491,2606,834,1239
2025-08-01,Houston,7819,2828,3065,1751,1205
2025-08-02,Houston,9214,3271,3480,1993,1157
2025-08-03,Houston,8657,3669,2128,1288,982
2025-08-04,Houston,8606,3778,2517,1471,1062
2025-08-05,Houston,8980,3692,3316,2466,1017
2025-08-06,Houston,8320,3683,2669,2124,1475
2025-08-07,Houston,8963,3679,3552,1297,1561
2025-08-08,Houston,8105,3082,2362,1680,1322
2025-08-09,Houston,8711,2794,3125,2402,1376
2025-08-10,Houston,8499,3361,1871,2400,1219
2025-08-11,Houston,8762,2736,2125,1446,1667
2025-08-12,Houston,9818,3218,3011,1440,1485
2025-08-13,Houston,10021,3620,3480,2036,1109
2025-08-14,Houston,11157,5041,3014,1527,1457
2025-08-15,Houston,9722,3166,3188,2458,1897
2025-08-16,Houston,9477,4435,2852,2141,1815
2025-08-17,Houston,7753,3422,2943,2185,1178
2025-08-18,Houston,10296,4805,3242,2763,1129
2025-08-19,Houston,6703,2539,1940,1704,698
2025-08-20,Houston,8079,2607,3061,1097,990
2025-08-21,Houston,9724,4596,3202,2902,1915
2025-08-22,Houston,8696,3313,1895,2024,1263
2025-08-23,Houston,9923,4425,2798,1957,1597
2025-08-24,Houston,7577,2974,2064,1187,1165
2025-08-25,Houston,9231,2945,1894,1244,1486
2025-08-26,Houston,10398,4633,4077,2783,1867
2025-08-27,Houston,8032,3466,1977,931,1554
2025-08-28,Houston,9384,4637,3244,1106,1773
2025-08-29,Houston,8705,3530,1966,1773,883
2025-08-30,Houston,10498,4706,3050,2253,1452
2025-08-31,Houston,7780,2414,2981,1856,1190
2025-09-01,Houston,7623,2704,2463,1406,1373
2025-09-02,Houston,7914,2788,2991,1085,1244
2025-09-03,Houston,10109,4448,3222,2814,1832
2025-09-04,Houston,10460,4151,3782,2936,1380
2025-09-05,Houston,9002,2736,2197,2397,981
2025-09-06,Houston,9238,2935,3303,954,1019
2025-09-07,Houston,8419,3679,2217,1345,1351
2025-09-08,Houston,9804,4068,3883,1164,1361
2025-09-09,Houston,8768,2887,2068,1884,1198
2025-09-10,Houston,9007,3809,1935,2052,996
2025-09-11,Houston,9620,3030,2727,1197,1722
2025-09-12,Houston,9818,3860,3400,1790,1903
2025-09-13,Houston,9575,4647,2855,1277,1183
2025-09-14,Houston,8809,2668,2501,1630,1435
2025-09-15,Houston,7828,3220,2113,1524,855
2025-09-16,Houston,8177,3060,2380,1348,1347
2025-09-17,Houston,9313,4386,1974,972,1769
2025-09-18,Houston,7289,2770,1686,1554,991
2025-09-19,Houston,8859,3986,3413,1942,1547
2025-09-20,Houston,10474,4173,3005,1129,1532
2025-09-21,Houston,9451,3084,3504,1475,1640
2025-09-22,Houston,7009,3415,2010,1709,1032
2025-09-23,Houston,10273,4534,2151,2375,1903
2025-09-24,Houston,9617,3643,2786,1337,1244
2025-09-25,Houston,7275,3271,1775,912,1358
2025-09-26,Houston,7253,3382,2034,1631,1385
2025-09-27,Houston,10512,3402,3234,2589,1187
2025-09-28,Houston,8506,3464,1877,2351,1515
2025-09-29,Houston,7414,2527,1723,1033,1124
2025-09-30,Houston,9451,4455,3076,1830,1889
2025-10-01,Houston,8077,3920,3139,2282,1575
2025-10-02,Houston,6667,3168,1525,1916,1028
2025-10-03,Houston,8311,3656,2420,1884,1012
2025-10-04,Houston,8950,4411,2268,1748,1157
2025-10-05,Houston,10131,3341,3791,2721,1184
2025-10-06,Houston,8782,3395,2467,2050,906
2025-10-07,Houston,8069,3167,2102,1108,1335
2025-10-08,Houston,9699,2983,2766,2065,982
2025-10-09,Houston,9444,4718,3515,2439,1658
2025-10-10,Houston,9000,3473,3487,1723,1541
2025-10-11,Houston,7744,3672,2357,1555,1493
2025-10-12,Houston,8875,3801,2566,2591,1697
2025-10-13,Houston,9168,3543,3534,1163,1606
2025-10-14,Houston,8896,3071,3411,980,931
2025-10-15,Houston,8660,2896,3428,1639,1584
2025-10-16,Houston,8676,4069,1786,2092,1194
2025-10-17,Houston,10869,3927,4085,2814,1695
2025-10-18,Houston,10080,3697,3742,2023,1501
2025-10-19,Houston,7824,3065,1754,2097,1385
2025-10-20,Houston,7952,3798,2170,1100,1246
2025-10-21,Houston,8672,3062,2190,2494,1097
2025-10-22,Houston,9630,3338,3115,2192,1057
2025-10-23,Houston,9633,3333,2777,1520,1052
2025-10-24,Houston,11549,4166,2442,1773,2162
2025-10-25,Houston,10282,3508,2468,2897,1630
2025-10-26,Houston,8670,4139,1880,1708,1403
2025-10-27,Houston,10939,4339,2283,3019,1608
2025-10-28,Houston,9222,3405,3094,1518,1541
2025-10-29,Houston,9343,3609,3444,2511,1822
2025-10-30,Houston,8519,4158,2263,1118,1012
2025-10-31,Houston,8719,3539,2084,1435,1082
2025-11-01,Houston,8628,4211,2499,1066,1226
2025-11-02,Houston,9426,3807,1893,2044,1053
2025-11-03,Houston,10064,4330,2692,1391,1089
2025-11-04,Houston,9204,4177,1879,1787,1679
2025-11-05,Houston,8610,2988,2798,2364,1530
2025-11-06,Houston,9388,3670,2812,2595,940
2025-11-07,Houston,9270,3208,2318,1760,1791
2025-11-08,Houston,7951,3906,1955,1319,1078
2025-11-09,Houston,9166,4004,2353,1598,1610
2025-11-10,Houston,8455,3805,2588,2015,859
2025-11-11,Houston,8023,3316,2647,2234,898
2025-11-12,Houston,8092,3841,2596,2263,1083
2025-11-13,Houston,8165,2882,2577,1803,1274
2025-11-14,Houston,10402,3794,2782,2142,1368
2025-11-15,Houston,9352,4537,3426,2265,1600
2025-11-16,Houston,8082,2748,1643,1678,913
2025-11-17,Houston,9062,4101,2574,1452,1062
2025-11-18,Houston,9014,3658,2174,926,1310
2025-11-19,Houston,10985,4694,4091,1633,1203
2025-11-20,Houston,9423,3748,3341,1538,1176
2025-11-21,Houston,9617,4202,2218,1184,1296
2025-11-22,Houston,8716,3450,2162,1622,903
2025-11-23,Houston,9038,3467,2666,2027,941
2025-11-24,Houston,9235,4179,2942,1137,1365
2025-11-25,Houston,7457,3700,2589,1604,1310
2025-11-26,Houston,9208,4200,2281,1835,1295
2025-11-27,Houston,10121,3837,3949,1162,1585
2025-11-28,Houston,7940,2733,2062,2111,1234
2025-11-29,Houston,9341,2924,2324,1982,1838
2025-11-30,Houston,8134,3327,3162,2047,1589
2025-12-01,Houston,7652,3233,2145,2146,792
2025-12-02,Houston,9553,2880,2771,1740,1851
2025-12-03,Houston,8835,2841,2029,900,1273
2025-12-04,Houston,9495,4663,3772,1663,1082
2025-12-05,Houston,10733,3774,3906,2357,1995
2025-12-06,Houston,10147,3707,4037,1783,1787
2025-12-07,Houston,9668,4389,2864,1677,1835
2025-12-08,Houston,10357,4302,2382,2428,1596
2025-12-09,Houston,9107,4377,1831,2606,1085
2025-12-10,Houston,9005,3311,2746,1366,1434
2025-12-11,Houston,8515,4216,2407,1891,1299
2025-12-12,Houston,8121,3425,2235,2315,1212
2025-12-13,Houston,9731,3836,3664,2207,1134
2025-12-14,Houston,8668,2669,1928,2292,1001
2025-12-15,Houston,8574,2977,1787,1279,1042
2025-12-16,Houston,9248,3094,2608,2414,1788
2025-12-17,Houston,9264,2988,2698,2137,1273
2025-12-18,Houston,8877,3900,2828,1207,1452
2025-12-19,Houston,9639,3028,2724,1772,1893
2025-12-20,Houston,11868,4454,4590,1401,2189
2025-12-21,Houston,11437,3703,3165,1372,2259
2025-12-22,Houston,11918,5211,3677,2759,1223
2025-12-23,Houston,8385,3675,3124,1721,1651
2025-12-24,Houston,8802,3171,1958,2040,1048
2025-12-25,Houston,8686,3642,2176,1594,951
2025-12-26,Houston,10025,3684,3414,2819,1382
2025-12-27,Houston,8070,2679,2679,1671,1521
2025-12-28,Houston,8843,3753,2883,2257,1180
2025-12-29,Houston,8892,4053,2913,1644,1381
2025-12-30,Houston,9628,4331,2384,2135,1586
2025-12-31,Houston,9863,4166,2530,2133,1195
2020-01-01,Phoenix,8747,3824,2825,2389,1134
2020-01-02,Phoenix,10379,3982,3322,2252,1866
2020-01-03,Phoenix,9289,3487,3101,1545,1756
2020-01-04,Phoenix,10263,5038,2377,2677,1305
2020-01-05,Phoenix,9055,3483,3400,1593,1547
2020-01-06,Phoenix,8291,2831,2645,1264,1560
2020-01-07,Phoenix,11005,3377,3642,1789,1345
2020-01-08,Phoenix,9239,3337,2709,2523,1815
2020-01-09,Phoenix,9718,4372,2596,2662,1422
2020-01-10,Phoenix,8272,2993,1846,983,1061
2020-01-11,Phoenix,7656,2297,2572,1345,1209
2020-01-12,Phoenix,10394,4797,3536,2904,1149
2020-01-13,Phoenix,8400,2943,2815,1194,1245
2020-01-14,Phoenix,12274,5899,3589,2453,2371
2020-01-15,Phoenix,8976,3555,2638,2624,941
2020-01-16,Phoenix,9395,3607,2221,1398,956
2020-01-17,Phoenix,10384,3125,3847,2553,1714
2020-01-18,Phoenix,9183,3788,2658,1632,1596
2020-01-19,Phoenix,8596,2709,3309,2211,1459
2020-01-20,Phoenix,8790,2647,2737,1821,1355
2020-01-21,Phoenix,10684,5061,4183,1746,1637
2020-01-22,Phoenix,9997,4738,2817,1147,1347
2020-01-23,Phoenix,10614,4655,3772,1206,1504
2020-01-24,Phoenix,9792,3107,3674,2286,1333
2020-01-25,Phoenix,9886,3058,2376,2409,1781
2020-01-26,Phoenix,9905,4830,2719,2442,1757
2020-01-27,Phoenix,9699,4575,2160,2106,1940
2020-01-28,Phoenix,9283,4576,2530,1759,1325
2020-01-29,Phoenix,10238,4470,3686,1559,1129
2020-01-30,Phoenix,8996,2727,3564,2576,1637
2020-01-31,Phoenix,8240,2974,2331,1019,1452
2020-02-01,Phoenix,9056,2957,2671,2573,1298
2020-02-02,Phoenix,8014,3520,3175,1029,1465
2020-02-03,Phoenix,11475,3973,4155,1539,2126
2020-02-04,Phoenix,9127,3744,1896,1342,964
2020-02-05,Phoenix,9392,3272,3651,1359,1768
2020-02-06,Phoenix,8815,4109,2680,2449,1535
2020-02-07,Phoenix,10487,5024,3023,2326,1070
2020-02-08,Phoenix,8453,3570,2291,1090,1469
2020-02-09,Phoenix,7240,3520,1575,1882,936
2020-02-10,Phoenix,10908,4017,4118,2043,1227
2020-02-11,Phoenix,10405,3654,4056,1581,1818
2020-02-12,Phoenix,8545,3928,1800,1998,1656
