date,city,aqi,pm25,ozone,no2,co
2025-09-01,Houston,55,6.7,0.055,0.036,0.51
2025-09-02,Houston,70,16.6,0.065,0.021,0.55
2025-09-03,Houston,65,16.0,0.038,0.036,0.44
2025-09-04,Houston,91,25.8,0.075,0.057,0.63
2025-09-05,Houston,73,19.7,0.048,0.032,0.64
2025-09-06,Houston,66,7.4,0.035,0.022,0.54
2025-09-07,Houston,72,21.2,0.067,0.024,0.54
2025-09-08,Houston,78,12.9,0.067,0.031,0.69
2025-09-09,Houston,93,17.1,0.062,0.06,0.49
2025-09-10,Houston,75,10.7,0.046,0.025,0.71
2025-09-11,Houston,71,18.8,0.053,0.026,0.57
2025-09-12,Houston,88,15.0,0.08,0.039,0.64
2025-09-13,Houston,78,12.6,0.06,0.034,0.45
2025-09-14,Houston,89,12.0,0.056,0.046,0.59
2025-09-15,Houston,76,21.4,0.071,0.05,0.52
2025-09-16,Houston,63,13.3,0.046,0.043,0.57
2025-09-17,Houston,76,13.2,0.047,0.033,0.58
2025-09-18,Houston,71,18.0,0.04,0.026,0.66
2025-09-19,Houston,65,15.7,0.042,0.031,0.46
2025-09-20,Houston,79,12.6,0.043,0.031,0.58
2025-09-21,Houston,62,10.1,0.035,0.023,0.36
2025-09-22,Houston,71,19.9,0.041,0.031,0.64
2025-09-23,Houston,75,22.2,0.043,0.052,0.67
2025-09-24,Houston,67,13.0,0.059,0.039,0.59
2025-09-25,Houston,76,14.2,0.057,0.037,0.55
2025-09-26,Houston,67,18.9,0.053,0.028,0.47
2025-09-27,Houston,47,9.1,0.028,0.032,0.41
2025-09-28,Houston,74,15.8,0.047,0.036,0.66
2025-09-29,Houston,66,14.4,0.043,0.045,0.57
2025-09-30,Houston,80,21.8,0.053,0.056,0.43
2025-10-01,Houston,64,10.6,0.064,0.042,0.4
2025-10-02,Houston,70,8.1,0.054,0.024,0.67
2025-10-03,Houston,81,24.3,0.052,0.047,0.41
2025-10-04,Houston,63,10.9,0.035,0.044,0.49
2025-10-05,Houston,91,27.2,0.077,0.062,0.79
2025-10-06,Houston,60,10.4,0.049,0.019,0.31
2025-10-07,Houston,65,10.6,0.044,0.035,0.39
2025-10-08,Houston,64,16.1,0.04,0.036,0.59
2025-10-09,Houston,83,23.6,0.049,0.055,0.56
2025-10-10,Houston,53,11.7,0.043,0.024,0.49
2025-10-11,Houston,73,16.9,0.062,0.025,0.47
2025-10-12,Houston,69,7.2,0.06,0.027,0.62
2025-10-13,Houston,70,19.3,0.037,0.035,0.59
2025-10-14,Houston,79,14.3,0.048,0.03,0.41
2025-10-15,Houston,80,22.3,0.045,0.055,0.71
2025-10-16,Houston,76,20.3,0.048,0.047,0.6
2025-10-17,Houston,83,12.7,0.047,0.058,0.58
2025-10-18,Houston,64,13.1,0.057,0.034,0.42
2025-10-19,Houston,66,12.2,0.051,0.036,0.36
2025-10-20,Houston,73,8.3,0.06,0.042,0.43
2025-10-21,Houston,44,6.5,0.026,0.029,0.3
2025-10-22,Houston,82,20.3,0.075,0.036,0.74
2025-10-23,Houston,67,8.6,0.034,0.035,0.54
2025-10-24,Houston,69,17.1,0.04,0.039,0.42
2025-10-25,Houston,70,8.8,0.051,0.048,0.45
2025-10-26,Houston,72,18.9,0.056,0.032,0.64
2025-10-27,Houston,85,21.4,0.062,0.028,0.55
2025-10-28,Houston,74,21.5,0.056,0.029,0.48
2025-10-29,Houston,78,9.0,0.077,0.049,0.59
2025-10-30,Houston,84,11.9,0.066,0.055,0.61
2025-10-31,Houston,75,12.6,0.072,0.024,0.69
2025-11-01,Houston,75,11.3,0.048,0.028,0.54
2025-11-02,Houston,66,11.7,0.044,0.042,0.55
2025-11-03,Houston,78,21.1,0.05,0.037,0.49
2025-11-04,Houston,84,17.6,0.083,0.042,0.53
2025-11-05,Houston,78,13.1,0.047,0.035,0.47
2025-11-06,Houston,88,14.8,0.065,0.052,0.75
2025-11-07,Houston,68,15.2,0.067,0.044,0.6
2025-11-08,Houston,90,16.7,0.087,0.041,0.59
2025-11-09,Houston,68,18.4,0.065,0.026,0.62
2025-11-10,Houston,93,23.7,0.066,0.06,0.62
2025-11-11,Houston,84,18.0,0.044,0.036,0.6
2025-11-12,Houston,75,9.2,0.063,0.049,0.55
2025-11-13,Houston,88,24.8,0.086,0.038,0.53
2025-11-14,Houston,74,11.6,0.064,0.038,0.57
2025-11-15,Houston,79,22.7,0.066,0.025,0.54
2025-11-16,Houston,66,10.3,0.044,0.046,0.55
2025-11-17,Houston,85,9.7,0.044,0.028,0.67
2025-11-18,Houston,65,16.5,0.061,0.034,0.57
2025-11-19,Houston,87,13.6,0.067,0.033,0.6
2025-11-20,Houston,79,13.0,0.042,0.03,0.78
2025-11-21,Houston,69,9.7,0.039,0.04,0.44
2025-11-22,Houston,88,15.9,0.077,0.06,0.72
2025-11-23,Houston,79,16.1,0.05,0.028,0.66
2025-11-24,Houston,67,17.1,0.044,0.041,0.46
2025-11-25,Houston,63,17.7,0.04,0.03,0.53
2025-11-26,Houston,101,20.7,0.091,0.039,0.92
2025-11-27,Houston,82,17.6,0.053,0.048,0.46
2025-11-28,Houston,94,25.5,0.052,0.06,0.93
2025-11-29,Houston,80,17.0,0.051,0.032,0.62
2025-11-30,Houston,76,12.9,0.045,0.037,0.68
2025-12-01,Houston,101,17.9,0.083,0.031,0.76
2025-12-02,Houston,62,14.9,0.041,0.039,0.6
2025-12-03,Houston,72,15.9,0.042,0.048,0.62
2025-12-04,Houston,89,20.5,0.064,0.06,0.77
2025-12-05,Houston,68,8.3,0.067,0.037,0.38
2025-12-06,Houston,75,15.4,0.039,0.039,0.6
2025-12-07,Houston,71,8.4,0.051,0.048,0.65
2025-12-08,Houston,72,13.1,0.067,0.03,0.55
2025-12-09,Houston,82,22.5,0.064,0.051,0.63
2025-12-10,Houston,80,20.3,0.071,0.028,0.66
2025-12-11,Houston,95,20.9,0.054,0.048,0.5
2025-12-12,Houston,91,11.7,0.088,0.045,0.51
2025-12-13,Houston,94,25.9,0.051,0.055,0.67
2025-12-14,Houston,91,11.3,0.048,0.045,0.64
2025-12-15,Houston,100,22.6,0.078,0.059,0.79
2025-12-16,Houston,88,16.3,0.064,0.041,0.45
2025-12-17,Houston,87,15.4,0.05,0.029,0.52
2025-12-18,Houston,78,10.5,0.063,0.04,0.56
2025-12-19,Houston,69,9.1,0.036,0.027,0.68
2025-12-20,Houston,88,18.9,0.069,0.046,0.56
2025-12-21,Houston,107,21.1,0.1,0.057,1.06
2025-12-22,Houston,92,13.6,0.051,0.035,0.66
2025-12-23,Houston,99,10.2,0.09,0.043,0.55
2025-12-24,Houston,102,30.1,0.075,0.069,0.65
2025-12-25,Houston,98,15.7,0.09,0.041,0.58
2025-12-26,Houston,90,22.7,0.05,0.047,0.87
2025-12-27,Houston,88,22.2,0.083,0.06,0.58
2025-12-28,Houston,89,12.3,0.045,0.059,0.8
2025-12-29,Houston,92,22.4,0.079,0.043,0.56
2025-12-30,Houston,82,14.5,0.074,0.055,0.74
2025-12-31,Houston,74,21.6,0.051,0.042,0.45
2020-01-01,Phoenix,72,7.9,0.039,0.048,0.38
2020-01-02,Phoenix,85,17.9,0.051,0.05,0.5
2020-01-03,Phoenix,88,22.3,0.08,0.057,0.75
2020-01-04,Phoenix,70,12.0,0.051,0.037,0.65
2020-01-05,Phoenix,66,12.9,0.043,0.031,0.6
2020-01-06,Phoenix,54,16.0,0.027,0.029,0.29
2020-01-07,Phoenix,76,16.2,0.039,0.047,0.69
2020-01-08,Phoenix,62,9.4,0.054,0.028,0.38
2020-01-09,Phoenix,65,6.5,0.061,0.033,0.34
2020-01-10,Phoenix,67,19.2,0.034,0.043,0.52
2020-01-11,Phoenix,74,10.4,0.071,0.049,0.7
2020-01-12,Phoenix,67,11.3,0.053,0.042,0.59
2020-01-13,Phoenix,68,20.2,0.049,0.025,0.51
2020-01-14,Phoenix,94,24.2,0.091,0.048,0.8
2020-01-15,Phoenix,74,12.3,0.06,0.051,0.38
2020-01-16,Phoenix,65,8.6,0.047,0.041,0.53
2020-01-17,Phoenix,91,14.8,0.067,0.062,0.76
2020-01-18,Phoenix,68,10.4,0.038,0.045,0.36
2020-01-19,Phoenix,67,20.1,0.043,0.039,0.54
2020-01-20,Phoenix,75,13.6,0.072,0.044,0.61
2020-01-21,Phoenix,88,11.3,0.053,0.044,0.6
2020-01-22,Phoenix,73,16.2,0.062,0.046,0.63
2020-01-23,Phoenix,55,10.2,0.041,0.032,0.45
2020-01-24,Phoenix,75,20.5,0.072,0.04,0.68
2020-01-25,Phoenix,78,12.9,0.044,0.033,0.47
2020-01-26,Phoenix,93,25.2,0.086,0.054,0.73
2020-01-27,Phoenix,77,16.1,0.042,0.023,0.39
2020-01-28,Phoenix,84,22.7,0.045,0.035,0.68
2020-01-29,Phoenix,72,19.0,0.06,0.05,0.43
2020-01-30,Phoenix,81,21.1,0.049,0.044,0.61
2020-01-31,Phoenix,70,11.8,0.062,0.038,0.41
2020-02-01,Phoenix,73,13.4,0.056,0.028,0.56
2020-02-02,Phoenix,77,20.0,0.043,0.029,0.51
2020-02-03,Phoenix,100,23.2,0.079,0.07,0.76
2020-02-04,Phoenix,74,7.4,0.072,0.033,0.41
2020-02-05,Phoenix,94,14.2,0.058,0.037,0.84
2020-02-06,Phoenix,58,9.7,0.03,0.035,0.29
2020-02-07,Phoenix,74,8.9,0.047,0.027,0.39
2020-02-08,Phoenix,90,19.0,0.067,0.033,0.5
2020-02-09,Phoenix,78,8.5,0.054,0.028,0.47
2020-02-10,Phoenix,81,10.5,0.065,0.052,0.58
2020-02-11,Phoenix,79,11.0,0.078,0.048,0.71
2020-02-12,Phoenix,67,14.2,0.05,0.039,0.64
2020-02-13,Phoenix,75,20.6,0.056,0.028,0.53
2020-02-14,Phoenix,87,8.7,0.072,0.059,0.76
2020-02-15,Phoenix,76,8.0,0.064,0.052,0.46
2020-02-16,Phoenix,89,22.1,0.063,0.03,0.82
2020-02-17,Phoenix,91,26.6,0.052,0.044,0.74
2020-02-18,Phoenix,81,8.2,0.042,0.029,0.73
2020-02-19,Phoenix,81,23.3,0.045,0.056,0.6
2020-02-20,Phoenix,82,15.0,0.054,0.044,0.81
2020-02-21,Phoenix,90,10.4,0.084,0.034,0.52
2020-02-22,Phoenix,82,16.3,0.065,0.057,0.61
2020-02-23,Phoenix,94,22.0,0.056,0.061,0.76
2020-02-24,Phoenix,94,24.5,0.065,0.055,0.68
2020-02-25,Phoenix,79,16.9,0.074,0.045,0.49
2020-02-26,Phoenix,87,23.8,0.062,0.049,0.45
2020-02-27,Phoenix,88,11.6,0.058,0.058,0.54
2020-02-28,Phoenix,90,11.3,0.065,0.056,0.65
2020-02-29,Phoenix,96,14.1,0.06,0.065,0.92
2020-03-01,Phoenix,83,10.7,0.081,0.026,0.69
2020-03-02,Phoenix,94,18.4,0.07,0.057,0.75
2020-03-03,Phoenix,84,8.7,0.059,0.049,0.44
2020-03-04,Phoenix,81,12.8,0.041,0.044,0.62
2020-03-05,Phoenix,93,22.8,0.092,0.057,0.91
2020-03-06,Phoenix,90,26.3,0.083,0.042,0.89
2020-03-07,Phoenix,98,18.8,0.076,0.058,0.54
2020-03-08,Phoenix,72,15.0,0.067,0.049,0.49
2020-03-09,Phoenix,92,27.3,0.061,0.041,0.71
2020-03-10,Phoenix,91,10.3,0.069,0.028,0.51
2020-03-11,Phoenix,96,18.7,0.09,0.062,0.78
2020-03-12,Phoenix,92,18.8,0.059,0.06,0.77
2020-03-13,Phoenix,77,16.3,0.051,0.027,0.47
2020-03-14,Phoenix,90,15.8,0.047,0.03,0.52
2020-03-15,Phoenix,75,7.7,0.049,0.046,0.41
2020-03-16,Phoenix,96,12.4,0.081,0.041,0.84
2020-03-17,Phoenix,62,8.6,0.031,0.032,0.48
2020-03-18,Phoenix,87,22.0,0.073,0.044,0.66
2020-03-19,Phoenix,95,20.1,0.073,0.048,0.67
2020-03-20,Phoenix,89,12.4,0.085,0.037,0.63
2020-03-21,Phoenix,88,12.5,0.066,0.058,0.8
2020-03-22,Phoenix,104,23.4,0.092,0.05,0.93
2020-03-23,Phoenix,85,20.3,0.083,0.029,0.61
2020-03-24,Phoenix,102,23.3,0.066,0.061,0.66
2020-03-25,Phoenix,94,9.9,0.068,0.059,0.66
2020-03-26,Phoenix,81,10.7,0.051,0.048,0.78
2020-03-27,Phoenix,76,10.2,0.061,0.051,0.73
2020-03-28,Phoenix,100,24.2,0.087,0.058,0.67
2020-03-29,Phoenix,81,22.8,0.058,0.048,0.45
2020-03-30,Phoenix,90,13.8,0.052,0.056,0.73
2020-03-31,Phoenix,76,20.1,0.045,0.026,0.62
2020-04-01,Phoenix,79,17.6,0.072,0.032,0.48
2020-04-02,Phoenix,85,20.2,0.058,0.046,0.71
2020-04-03,Phoenix,94,28.1,0.078,0.063,0.7
2020-04-04,Phoenix,95,11.5,0.081,0.055,0.53
2020-04-05,Phoenix,105,27.2,0.072,0.04,1.0
2020-04-06,Phoenix,79,14.8,0.061,0.036,0.58
2020-04-07,Phoenix,70,19.5,0.049,0.043,0.43
2020-04-08,Phoenix,82,11.3,0.07,0.044,0.65
2020-04-09,Phoenix,85,19.4,0.077,0.026,0.77
2020-04-10,Phoenix,60,9.0,0.037,0.026,0.54
2020-04-11,Phoenix,102,17.6,0.068,0.034,1.02
2020-04-12,Phoenix,88,18.9,0.053,0.038,0.47
2020-04-13,Phoenix,78,8.1,0.066,0.028,0.61
2020-04-14,Phoenix,79,16.0,0.047,0.033,0.59
2020-04-15,Phoenix,99,18.5,0.051,0.065,0.61
2020-04-16,Phoenix,79,15.0,0.072,0.032,0.49
2020-04-17,Phoenix,90,17.3,0.085,0.058,0.78
2020-04-18,Phoenix,83,21.2,0.062,0.03,0.6
2020-04-19,Phoenix,84,24.6,0.054,0.034,0.78
2020-04-20,Phoenix,82,12.3,0.05,0.027,0.7
2020-04-21,Phoenix,99,14.1,0.086,0.068,0.55
2020-04-22,Phoenix,77,21.8,0.049,0.035,0.44
2020-04-23,Phoenix,95,23.7,0.074,0.056,0.77
2020-04-24,Phoenix,80,21.4,0.057,0.036,0.8
2020-04-25,Phoenix,69,17.7,0.058,0.039,0.53
2020-04-26,Phoenix,66,13.3,0.056,0.024,0.61
2020-04-27,Phoenix,79,19.2,0.076,0.05,0.61
2020-04-28,Phoenix,98,23.1,0.081,0.034,0.68
2020-04-29,Phoenix,81,15.9,0.068,0.043,0.46
2020-04-30,Phoenix,84,16.2,0.06,0.047,0.54
2020-05-01,Phoenix,96,15.4,0.096,0.053,0.86
2020-05-02,Phoenix,89,13.0,0.049,0.051,0.76
2020-05-03,Phoenix,79,16.9,0.05,0.034,0.64
2020-05-04,Phoenix,80,15.5,0.041,0.046,0.43
2020-05-05,Phoenix,91,24.7,0.076,0.043,0.86
2020-05-06,Phoenix,71,14.8,0.045,0.023,0.61
2020-05-07,Phoenix,83,21.9,0.049,0.057,0.77
2020-05-08,Phoenix,83,14.7,0.048,0.042,0.74
2020-05-09,Phoenix,112,26.7,0.101,0.053,0.56
2020-05-10,Phoenix,84,9.7,0.054,0.033,0.74
2020-05-11,Phoenix,80,14.7,0.071,0.026,0.44
2020-05-12,Phoenix,83,21.6,0.063,0.055,0.71
2020-05-13,Phoenix,67,8.1,0.049,0.024,0.48
2020-05-14,Phoenix,94,26.7,0.049,0.061,0.65
2020-05-15,Phoenix,95,10.6,0.066,0.062,0.65
2020-05-16,Phoenix,86,13.1,0.062,0.059,0.53
2020-05-17,Phoenix,67,19.4,0.036,0.03,0.48
2020-05-18,Phoenix,86,18.4,0.049,0.05,0.83
2020-05-19,Phoenix,93,13.7,0.077,0.035,0.56
2020-05-20,Phoenix,100,11.1,0.082,0.043,0.98
2020-05-21,Phoenix,81,17.5,0.051,0.032,0.43
2020-05-22,Phoenix,79,10.6,0.048,0.037,0.45
2020-05-23,Phoenix,77,16.9,0.071,0.038,0.76
2020-05-24,Phoenix,86,22.6,0.084,0.053,0.6
2020-05-25,Phoenix,76,13.7,0.044,0.035,0.63
2020-05-26,Phoenix,88,14.1,0.066,0.045,0.57
2020-05-27,Phoenix,82,11.9,0.081,0.05,0.69
2020-05-28,Phoenix,97,16.4,0.056,0.055,0.78
2020-05-29,Phoenix,77,16.2,0.054,0.024,0.59
2020-05-30,Phoenix,82,20.2,0.078,0.03,0.71
2020-05-31,Phoenix,73,8.5,0.053,0.034,0.5
2020-06-01,Phoenix,90,15.8,0.064,0.028,0.87
2020-06-02,Phoenix,83,19.1,0.055,0.041,0.57
2020-06-03,Phoenix,75,13.9,0.055,0.035,0.61
2020-06-04,Phoenix,62,13.4,0.046,0.037,0.6
2020-06-05,Phoenix,77,9.9,0.065,0.024,0.72
2020-06-06,Phoenix,70,11.1,0.037,0.037,0.49
2020-06-07,Phoenix,54,13.0,0.051,0.018,0.3
2020-06-08,Phoenix,76,19.9,0.052,0.051,0.72
2020-06-09,Phoenix,78,12.2,0.057,0.048,0.43
2020-06-10,Phoenix,93,9.6,0.08,0.039,0.54
2020-06-11,Phoenix,61,11.1,0.04,0.029,0.54
2020-06-12,Phoenix,50,9.7,0.041,0.026,0.47
2020-06-13,Phoenix,78,18.9,0.061,0.025,0.41
2020-06-14,Phoenix,80,13.7,0.045,0.039,0.65
2020-06-15,Phoenix,52,12.2,0.048,0.02,0.46
2020-06-16,Phoenix,65,13.3,0.058,0.02,0.44
2020-06-17,Phoenix,66,9.3,0.055,0.03,0.36
2020-06-18,Phoenix,74,16.0,0.041,0.047,0.5
2020-06-19,Phoenix,58,14.1,0.049,0.039,0.42
2020-06-20,Phoenix,75,10.4,0.047,0.036,0.74
2020-06-21,Phoenix,70,13.7,0.063,0.027,0.53
2020-06-22,Phoenix,62,11.9,0.061,0.037,0.45
2020-06-23,Phoenix,62,9.6,0.058,0.032,0.32
2020-06-24,Phoenix,64,16.0,0.057,0.027,0.33
2020-06-25,Phoenix,71,13.3,0.052,0.031,0.44
2020-06-26,Phoenix,63,11.4,0.036,0.04,0.49
2020-06-27,Phoenix,83,11.1,0.067,0.027,0.8
2020-06-28,Phoenix,79,8.6,0.053,0.04,0.47
2020-06-29,Phoenix,74,21.8,0.037,0.051,0.46
2020-06-30,Phoenix,64,9.1,0.041,0.03,0.41
2020-07-01,Phoenix,70,17.4,0.052,0.026,0.55
2020-07-02,Phoenix,64,14.0,0.045,0.037,0.42
2020-07-03,Phoenix,49,13.8,0.044,0.025,0.48
2020-07-04,Phoenix,72,14.5,0.066,0.037,0.62
2020-07-05,Phoenix,69,18.1,0.044,0.046,0.65
2020-07-06,Phoenix,55,6.8,0.044,0.034,0.42
2020-07-07,Phoenix,76,14.3,0.049,0.046,0.44
2020-07-08,Phoenix,50,9.6,0.044,0.029,0.39
2020-07-09,Phoenix,70,13.4,0.065,0.029,0.37
2020-07-10,Phoenix,51,14.5,0.046,0.029,0.36
2020-07-11,Phoenix,68,19.9,0.039,0.036,0.47
2020-07-12,Phoenix,75,21.8,0.055,0.031,0.38
2020-07-13,Phoenix,76,11.4,0.04,0.036,0.46
2020-07-14,Phoenix,66,9.7,0.066,0.032,0.38
2020-07-15,Phoenix,68,13.6,0.046,0.025,0.58
2020-07-16,Phoenix,69,11.6,0.055,0.043,0.53
2020-07-17,Phoenix,55,15.1,0.05,0.028,0.47
2020-07-18,Phoenix,59,14.0,0.046,0.036,0.56
2020-07-19,Phoenix,77,18.5,0.07,0.048,0.65
2020-07-20,Phoenix,56,8.1,0.041,0.026,0.33
2020-07-21,Phoenix,50,10.5,0.046,0.03,0.38
2020-07-22,Phoenix,54,11.1,0.048,0.034,0.51
2020-07-23,Phoenix,36,6.1,0.024,0.023,0.23
2020-07-24,Phoenix,61,16.5,0.043,0.023,0.41
2020-07-25,Phoenix,63,12.6,0.057,0.038,0.56
2020-07-26,Phoenix,54,6.7,0.038,0.034,0.4
2020-07-27,Phoenix,55,15.4,0.036,0.032,0.39
2020-07-28,Phoenix,85,9.7,0.073,0.028,0.54
2020-07-29,Phoenix,72,11.3,0.041,0.049,0.55
2020-07-30,Phoenix,55,10.5,0.036,0.024,0.42
2020-07-31,Phoenix,54,10.7,0.051,0.017,0.47
2020-08-01,Phoenix,54,6.0,0.044,0.022,0.4
2020-08-02,Phoenix,30,4.5,0.018,0.017,0.18
2020-08-03,Phoenix,71,10.0,0.037,0.038,0.55
2020-08-04,Phoenix,53,11.1,0.033,0.035,0.31
2020-08-05,Phoenix,58,8.7,0.055,0.026,0.48
2020-08-06,Phoenix,50,14.5,0.036,0.03,0.42
2020-08-07,Phoenix,60,16.1,0.059,0.035,0.49
2020-08-08,Phoenix,61,7.4,0.034,0.023,0.58
2020-08-09,Phoenix,49,11.6,0.04,0.029,0.44
2020-08-10,Phoenix,45,10.3,0.045,0.028,0.25
2020-08-11,Phoenix,60,9.8,0.058,0.025,0.38
2020-08-12,Phoenix,60,8.4,0.053,0.039,0.32
2020-08-13,Phoenix,63,15.3,0.062,0.026,0.62
2020-08-14,Phoenix,72,9.8,0.044,0.029,0.4
2020-08-15,Phoenix,49,13.6,0.03,0.026,0.25
2020-08-16,Phoenix,54,14.8,0.05,0.026,0.36
2020-08-17,Phoenix,58,10.2,0.047,0.028,0.46
2020-08-18,Phoenix,65,14.0,0.058,0.021,0.51
2020-08-19,Phoenix,58,12.4,0.057,0.039,0.31
2020-08-20,Phoenix,65,7.9,0.034,0.025,0.45
2020-08-21,Phoenix,56,6.0,0.049,0.028,0.55
2020-08-22,Phoenix,36,6.3,0.028,0.016,0.34
2020-08-23,Phoenix,36,7.9,0.028,0.014,0.31
2020-08-24,Phoenix,64,16.2,0.034,0.024,0.55
2020-08-25,Phoenix,59,12.0,0.052,0.028,0.39
2020-08-26,Phoenix,55,15.3,0.05,0.021,0.49
2020-08-27,Phoenix,50,6.2,0.047,0.03,0.41
2020-08-28,Phoenix,44,5.9,0.03,0.03,0.31
2020-08-29,Phoenix,62,7.2,0.043,0.039,0.49
2020-08-30,Phoenix,73,19.3,0.038,0.045,0.7
2020-08-31,Phoenix,54,6.6,0.042,0.036,0.44
2020-09-01,Phoenix,44,9.0,0.039,0.025,0.42
2020-09-02,Phoenix,62,7.2,0.049,0.025,0.4
2020-09-03,Phoenix,45,9.0,0.03,0.03,0.43
2020-09-04,Phoenix,42,8.8,0.033,0.017,0.35
2020-09-05,Phoenix,49,14.1,0.041,0.02,0.32
2020-09-06,Phoenix,62,11.4,0.039,0.024,0.45
2020-09-07,Phoenix,48,12.0,0.038,0.027,0.34
2020-09-08,Phoenix,50,7.7,0.027,0.03,0.37
2020-09-09,Phoenix,49,11.6,0.028,0.027,0.42
2020-09-10,Phoenix,64,12.6,0.046,0.043,0.44
2020-09-11,Phoenix,48,9.6,0.047,0.025,0.41
2020-09-12,Phoenix,51,10.5,0.046,0.02,0.43
2020-09-13,Phoenix,39,4.2,0.031,0.026,0.28
2020-09-14,Phoenix,52,14.0,0.048,0.032,0.29
2020-09-15,Phoenix,53,6.8,0.041,0.036,0.39
2020-09-16,Phoenix,59,8.5,0.03,0.026,0.58
2020-09-17,Phoenix,51,8.6,0.034,0.018,0.33
2020-09-18,Phoenix,49,9.8,0.035,0.031,0.4
2020-09-19,Phoenix,41,11.6,0.022,0.027,0.26
2020-09-20,Phoenix,33,5.3,0.027,0.023,0.22
2020-09-21,Phoenix,48,7.4,0.034,0.027,0.32
2020-09-22,Phoenix,48,10.3,0.032,0.028,0.45
2020-09-23,Phoenix,35,7.8,0.032,0.012,0.21
2020-09-24,Phoenix,38,10.4,0.026,0.012,0.23
2020-09-25,Phoenix,16,2.8,0.009,0.007,0.08
2020-09-26,Phoenix,39,7.9,0.026,0.015,0.3
2020-09-27,Phoenix,57,12.9,0.057,0.029,0.41
2020-09-28,Phoenix,38,4.7,0.038,0.025,0.31
2020-09-29,Phoenix,66,16.0,0.043,0.042,0.5
2020-09-30,Phoenix,44,6.6,0.025,0.025,0.32
2020-10-01,Phoenix,55,10.3,0.055,0.017,0.41
2020-10-02,Phoenix,58,6.4,0.043,0.034,0.41
2020-10-03,Phoenix,44,4.9,0.041,0.03,0.25
2020-10-04,Phoenix,54,12.4,0.034,0.018,0.51
2020-10-05,Phoenix,48,9.9,0.029,0.027,0.38
2020-10-06,Phoenix,56,8.3,0.055,0.029,0.51
2020-10-07,Phoenix,38,7.4,0.027,0.013,0.31
2020-10-08,Phoenix,49,11.9,0.046,0.021,0.43
2020-10-09,Phoenix,58,14.4,0.051,0.034,0.41
2020-10-10,Phoenix,47,12.1,0.035,0.028,0.32
2020-10-11,Phoenix,51,9.5,0.038,0.034,0.29
2020-10-12,Phoenix,46,7.7,0.039,0.017,0.45
2020-10-13,Phoenix,48,13.5,0.03,0.026,0.39
2020-10-14,Phoenix,57,11.3,0.045,0.023,0.47
2020-10-15,Phoenix,51,12.7,0.05,0.031,0.34
2020-10-16,Phoenix,37,5.3,0.023,0.025,0.26
2020-10-17,Phoenix,63,16.0,0.046,0.021,0.37
2020-10-18,Phoenix,50,7.4,0.03,0.017,0.4
2020-10-19,Phoenix,45,9.8,0.035,0.024,0.3
2020-10-20,Phoenix,38,9.0,0.021,0.013,0.36
2020-10-21,Phoenix,81,12.2,0.058,0.034,0.5
2020-10-22,Phoenix,63,12.4,0.043,0.039,0.51
2020-10-23,Phoenix,47,6.5,0.041,0.029,0.41
2020-10-24,Phoenix,50,10.4,0.032,0.026,0.47
2020-10-25,Phoenix,52,5.5,0.031,0.022,0.32
2020-10-26,Phoenix,63,11.7,0.032,0.044,0.49
2020-10-27,Phoenix,65,14.3,0.046,0.026,0.5
2020-10-28,Phoenix,43,12.2,0.024,0.016,0.28
2020-10-29,Phoenix,57,14.6,0.048,0.021,0.41
2020-10-30,Phoenix,62,6.5,0.06,0.022,0.53
2020-10-31,Phoenix,50,10.6,0.038,0.033,0.47
2020-11-01,Phoenix,54,15.4,0.047,0.033,0.41
2020-11-02,Phoenix,42,11.3,0.021,0.024,0.39
2020-11-03,Phoenix,43,11.0,0.035,0.014,0.38
2020-11-04,Phoenix,69,7.7,0.045,0.048,0.5
2020-11-05,Phoenix,54,13.2,0.034,0.036,0.35
2020-11-06,Phoenix,47,9.0,0.046,0.021,0.3
2020-11-07,Phoenix,58,14.7,0.045,0.021,0.54
2020-11-08,Phoenix,47,11.8,0.025,0.025,0.45
2020-11-09,Phoenix,65,9.6,0.063,0.033,0.61
2020-11-10,Phoenix,48,11.8,0.04,0.022,0.3
2020-11-11,Phoenix,65,9.3,0.043,0.02,0.48
2020-11-12,Phoenix,48,12.3,0.03,0.02,0.24
2020-11-13,Phoenix,39,8.3,0.023,0.022,0.29
2020-11-14,Phoenix,41,6.6,0.032,0.014,0.29
2020-11-15,Phoenix,43,10.1,0.034,0.025,0.4
2020-11-16,Phoenix,31,5.7,0.023,0.016,0.16
2020-11-17,Phoenix,36,6.3,0.022,0.018,0.25
2020-11-18,Phoenix,51,7.7,0.027,0.023,0.42
2020-11-19,Phoenix,64,9.8,0.04,0.035,0.4
2020-11-20,Phoenix,55,6.2,0.036,0.03,0.3
2020-11-21,Phoenix,55,7.4,0.054,0.029,0.53
2020-11-22,Phoenix,42,10.9,0.027,0.02,0.24
2020-11-23,Phoenix,61,9.1,0.045,0.036,0.53
2020-11-24,Phoenix,68,20.1,0.048,0.04,0.5
2020-11-25,Phoenix,59,10.4,0.052,0.024,0.54
2020-11-26,Phoenix,57,11.4,0.055,0.025,0.53
2020-11-27,Phoenix,58,6.3,0.049,0.028,0.46
2020-11-28,Phoenix,52,10.2,0.03,0.019,0.28
2020-11-29,Phoenix,67,9.8,0.047,0.034,0.38
2020-11-30,Phoenix,57,14.1,0.036,0.018,0.51
2020-12-01,Phoenix,60,8.4,0.048,0.023,0.6
