date,city,heat_related_illnesses,respiratory_issues,mental_health_reports
2020-06-25,Phoenix,89,194,46
2020-06-26,Phoenix,73,110,100
2020-06-27,Phoenix,83,199,42
2020-06-28,Phoenix,97,217,94
2020-06-29,Phoenix,85,204,86
2020-06-30,Phoenix,85,137,69
2020-07-01,Phoenix,73,167,69
2020-07-02,Phoenix,90,154,109
2020-07-03,Phoenix,79,169,56
2020-07-04,Phoenix,82,123,96
2020-07-05,Phoenix,78,142,50
2020-07-06,Phoenix,90,210,76
2020-07-07,Phoenix,73,145,62
2020-07-08,Phoenix,65,131,84
2020-07-09,Phoenix,79,121,73
2020-07-10,Phoenix,60,133,89
2020-07-11,Phoenix,69,159,96
2020-07-12,Phoenix,70,118,79
2020-07-13,Phoenix,60,138,35
2020-07-14,Phoenix,84,132,121
2020-07-15,Phoenix,67,131,45
2020-07-16,Phoenix,77,140,97
2020-07-17,Phoenix,65,111,92
2020-07-18,Phoenix,67,121,92
2020-07-19,Phoenix,71,117,65
2020-07-20,Phoenix,82,166,62
2020-07-21,Phoenix,64,120,86
2020-07-22,Phoenix,53,80,33
2020-07-23,Phoenix,62,94,59
2020-07-24,Phoenix,85,150,76
2020-07-25,Phoenix,62,108,76
2020-07-26,Phoenix,96,189,66
2020-07-27,Phoenix,73,139,69
2020-07-28,Phoenix,76,125,70
2020-07-29,Phoenix,66,164,91
2020-07-30,Phoenix,61,133,80
2020-07-31,Phoenix,76,124,38
2020-08-01,Phoenix,65,128,74
2020-08-02,Phoenix,47,110,54
2020-08-03,Phoenix,63,105,87
2020-08-04,Phoenix,72,109,42
2020-08-05,Phoenix,72,164,101
2020-08-06,Phoenix,69,137,76
2020-08-07,Phoenix,89,150,72
2020-08-08,Phoenix,54,117,60
2020-08-09,Phoenix,66,139,78
2020-08-10,Phoenix,70,151,45
2020-08-11,Phoenix,64,141,35
2020-08-12,Phoenix,57,93,32
2020-08-13,Phoenix,74,155,81
2020-08-14,Phoenix,69,111,53
2020-08-15,Phoenix,52,99,28
2020-08-16,Phoenix,76,142,91
2020-08-17,Phoenix,67,123,59
2020-08-18,Phoenix,63,147,59
2020-08-19,Phoenix,68,133,71
2020-08-20,Phoenix,45,77,29
2020-08-21,Phoenix,53,97,70
2020-08-22,Phoenix,71,169,67
2020-08-23,Phoenix,43,106,33
2020-08-24,Phoenix,58,99,70
2020-08-25,Phoenix,64,98,41
2020-08-26,Phoenix,71,128,55
2020-08-27,Phoenix,67,165,50
2020-08-28,Phoenix,67,119,63
2020-08-29,Phoenix,42,82,61
2020-08-30,Phoenix,58,88,30
2020-08-31,Phoenix,64,142,48
2020-09-01,Phoenix,67,135,94
2020-09-02,Phoenix,55,129,65
2020-09-03,Phoenix,77,152,72
2020-09-04,Phoenix,60,90,84
2020-09-05,Phoenix,52,81,41
2020-09-06,Phoenix,61,114,53
2020-09-07,Phoenix,66,110,49
2020-09-08,Phoenix,52,104,53
2020-09-09,Phoenix,43,66,41
2020-09-10,Phoenix,59,90,83
2020-09-11,Phoenix,68,157,66
2020-09-12,Phoenix,52,94,31
2020-09-13,Phoenix,49,76,72
2020-09-14,Phoenix,56,133,75
2020-09-15,Phoenix,66,133,63
2020-09-16,Phoenix,66,127,37
2020-09-17,Phoenix,32,64,23
2020-09-18,Phoenix,61,140,84
2020-09-19,Phoenix,50,112,32
2020-09-20,Phoenix,37,73,33
2020-09-21,Phoenix,69,151,65
2020-09-22,Phoenix,51,83,41
2020-09-23,Phoenix,57,132,47
2020-09-24,Phoenix,65,98,51
2020-09-25,Phoenix,57,129,63
2020-09-26,Phoenix,50,115,26
2020-09-27,Phoenix,44,72,54
2020-09-28,Phoenix,75,158,95
2020-09-29,Phoenix,71,167,54
2020-09-30,Phoenix,64,96,83
2020-10-01,Phoenix,61,107,58
2020-10-02,Phoenix,60,129,42
2020-10-03,Phoenix,36,68,48
2020-10-04,Phoenix,35,74,42
2020-10-05,Phoenix,66,159,59
2020-10-06,Phoenix,54,129,47
2020-10-07,Phoenix,46,89,65
2020-10-08,Phoenix,65,118,80
2020-10-09,Phoenix,68,160,47
2020-10-10,Phoenix,65,132,40
2020-10-11,Phoenix,71,120,80
2020-10-12,Phoenix,61,127,79
2020-10-13,Phoenix,52,89,67
2020-10-14,Phoenix,52,114,40
2020-10-15,Phoenix,66,117,37
2020-10-16,Phoenix,49,81,66
2020-10-17,Phoenix,42,91,24
2020-10-18,Phoenix,69,135,39
2020-10-19,Phoenix,62,137,91
2020-10-20,Phoenix,65,159,70
2020-10-21,Phoenix,68,151,60
2020-10-22,Phoenix,52,128,49
2020-10-23,Phoenix,64,137,43
2020-10-24,Phoenix,60,120,52
2020-10-25,Phoenix,40,76,52
2020-10-26,Phoenix,69,106,74
2020-10-27,Phoenix,44,109,52
2020-10-28,Phoenix,58,127,72
2020-10-29,Phoenix,62,107,84
2020-10-30,Phoenix,72,118,83
2020-10-31,Phoenix,50,97,27
2020-11-01,Phoenix,69,146,58
2020-11-02,Phoenix,76,158,104
2020-11-03,Phoenix,67,116,41
2020-11-04,Phoenix,71,176,76
2020-11-05,Phoenix,86,137,116
2020-11-06,Phoenix,68,156,80
2020-11-07,Phoenix,60,119,30
2020-11-08,Phoenix,57,132,53
2020-11-09,Phoenix,73,170,46
2020-11-10,Phoenix,47,92,49
2020-11-11,Phoenix,73,151,109
2020-11-12,Phoenix,75,138,102
2020-11-13,Phoenix,69,129,66
2020-11-14,Phoenix,58,139,76
2020-11-15,Phoenix,70,142,41
2020-11-16,Phoenix,71,166,50
2020-11-17,Phoenix,74,149,58
2020-11-18,Phoenix,63,102,65
2020-11-19,Phoenix,80,170,106
2020-11-20,Phoenix,60,133,51
2020-11-21,Phoenix,74,176,77
2020-11-22,Phoenix,66,115,45
2020-11-23,Phoenix,56,102,82
2020-11-24,Phoenix,78,139,94
2020-11-25,Phoenix,57,112,75
2020-11-26,Phoenix,80,137,115
2020-11-27,Phoenix,59,137,45
2020-11-28,Phoenix,73,169,109
2020-11-29,Phoenix,64,119,38
2020-11-30,Phoenix,60,139,75
2020-12-01,Phoenix,83,139,41
2020-12-02,Phoenix,57,102,38
2020-12-03,Phoenix,90,145,110
2020-12-04,Phoenix,78,117,112
2020-12-05,Phoenix,88,132,119
2020-12-06,Phoenix,85,135,100
2020-12-07,Phoenix,76,158,63
2020-12-08,Phoenix,89,186,96
2020-12-09,Phoenix,73,156,76
2020-12-10,Phoenix,69,114,68
2020-12-11,Phoenix,64,124,42
2020-12-12,Phoenix,84,161,108
2020-12-13,Phoenix,72,149,64
2020-12-14,Phoenix,48,107,55
2020-12-15,Phoenix,78,187,56
2020-12-16,Phoenix,77,185,58
2020-12-17,Phoenix,77,123,74
2020-12-18,Phoenix,64,146,32
2020-12-19,Phoenix,88,183,60
2020-12-20,Phoenix,83,146,107
2020-12-21,Phoenix,71,116,82
2020-12-22,Phoenix,93,225,83
2020-12-23,Phoenix,86,198,85
2020-12-24,Phoenix,72,166,50
2020-12-25,Phoenix,73,168,78
2020-12-26,Phoenix,62,119,57
2020-12-27,Phoenix,80,125,63
2020-12-28,Phoenix,77,169,40
2020-12-29,Phoenix,90,192,129
2020-12-30,Phoenix,87,208,82
2020-12-31,Phoenix,76,183,73
2021-01-01,Phoenix,80,148,44
2021-01-02,Phoenix,83,168,63
2021-01-03,Phoenix,75,134,79
2021-01-04,Phoenix,69,154,68
2021-01-05,Phoenix,65,157,76
2021-01-06,Phoenix,80,148,56
2021-01-07,Phoenix,83,178,66
2021-01-08,Phoenix,64,135,57
2021-01-09,Phoenix,72,145,70
2021-01-10,Phoenix,82,188,99
2021-01-11,Phoenix,84,147,106
2021-01-12,Phoenix,86,156,110
2021-01-13,Phoenix,66,126,83
2021-01-14,Phoenix,88,201,123
2021-01-15,Phoenix,95,231,95
2021-01-16,Phoenix,76,171,62
2021-01-17,Phoenix,83,130,79
2021-01-18,Phoenix,89,156,95
2021-01-19,Phoenix,89,136,117
2021-01-20,Phoenix,85,194,68
2021-01-21,Phoenix,100,215,50
2021-01-22,Phoenix,85,191,72
2021-01-23,Phoenix,87,173,104
2021-01-24,Phoenix,101,197,150
2021-01-25,Phoenix,83,159,62
2021-01-26,Phoenix,103,179,94
2021-01-27,Phoenix,85,201,103
2021-01-28,Phoenix,80,179,117
2021-01-29,Phoenix,92,199,124
2021-01-30,Phoenix,82,145,60
2021-01-31,Phoenix,87,164,72
2021-02-01,Phoenix,93,156,124
2021-02-02,Phoenix,90,159,49
2021-02-03,Phoenix,89,217,82
2021-02-04,Phoenix,99,177,141
2021-02-05,Phoenix,85,145,65
2021-02-06,Phoenix,82,140,106
2021-02-07,Phoenix,90,147,122
2021-02-08,Phoenix,74,153,94
2021-02-09,Phoenix,87,166,82
2021-02-10,Phoenix,90,205,72
2021-02-11,Phoenix,105,258,116
2021-02-12,Phoenix,85,169,123
2021-02-13,Phoenix,89,169,76
2021-02-14,Phoenix,101,179,145
2021-02-15,Phoenix,102,208,54
2021-02-16,Phoenix,97,149,142
2021-02-17,Phoenix,85,143,82
2021-02-18,Phoenix,86,181,61
2021-02-19,Phoenix,92,201,87
2021-02-20,Phoenix,101,213,123
2021-02-21,Phoenix,90,217,54
2021-02-22,Phoenix,114,176,108
2021-02-23,Phoenix,91,225,66
2021-02-24,Phoenix,86,210,109
2021-02-25,Phoenix,102,238,112
2021-02-26,Phoenix,101,250,143
2021-02-27,Phoenix,107,182,96
2021-02-28,Phoenix,87,214,113
2021-03-01,Phoenix,92,224,100
2021-03-02,Phoenix,108,247,89
2021-03-03,Phoenix,87,217,116
2021-03-04,Phoenix,92,184,53
2021-03-05,Phoenix,91,217,109
2021-03-06,Phoenix,87,207,63
2021-03-07,Phoenix,103,170,70
2021-03-08,Phoenix,98,150,125
2021-03-09,Phoenix,92,228,108
2021-03-10,Phoenix,98,158,131
2021-03-11,Phoenix,105,180,53
2021-03-12,Phoenix,108,241,97
2021-03-13,Phoenix,99,228,60
2021-03-14,Phoenix,100,154,82
2021-03-15,Phoenix,105,262,121
2021-03-16,Phoenix,103,215,71
2021-03-17,Phoenix,83,173,86
2021-03-18,Phoenix,98,151,99
2021-03-19,Phoenix,93,196,94
2021-03-20,Phoenix,102,239,121
2021-03-21,Phoenix,87,178,46
2021-03-22,Phoenix,91,174,119
2021-03-23,Phoenix,88,140,107
2021-03-24,Phoenix,106,232,64
2021-03-25,Phoenix,106,209,135
2021-03-26,Phoenix,103,157,80
2021-03-27,Phoenix,110,203,83
2021-03-28,Phoenix,94,169,111
2021-03-29,Phoenix,121,222,107
2021-03-30,Phoenix,90,202,107
2021-03-31,Phoenix,105,168,53
2021-04-01,Phoenix,116,273,115
2021-04-02,Phoenix,105,232,143
2021-04-03,Phoenix,113,243,153
2021-04-04,Phoenix,99,201,143
2021-04-05,Phoenix,97,177,99
2021-04-06,Phoenix,96,224,56
2021-04-07,Phoenix,97,192,101
2021-04-08,Phoenix,102,181,123
2021-04-09,Phoenix,97,171,111
2021-04-10,Phoenix,107,162,97
2021-04-11,Phoenix,95,179,87
2021-04-12,Phoenix,107,231,126
2021-04-13,Phoenix,90,181,109
2021-04-14,Phoenix,84,129,51
2021-04-15,Phoenix,90,206,94
2021-04-16,Phoenix,102,204,94
2021-04-17,Phoenix,86,194,59
2021-04-18,Phoenix,98,237,110
2021-04-19,Phoenix,102,162,66
2021-04-20,Phoenix,108,200,63
2021-04-21,Phoenix,95,205,109
2021-04-22,Phoenix,101,234,119
2021-04-23,Phoenix,105,249,115
2021-04-24,Phoenix,83,149,81
2021-04-25,Phoenix,84,171,75
2021-04-26,Phoenix,103,182,55
2021-04-27,Phoenix,101,231,135
2021-04-28,Phoenix,95,171,62
2021-04-29,Phoenix,99,227,130
2021-04-30,Phoenix,85,144,105
2021-05-01,Phoenix,90,208,115
2021-05-02,Phoenix,99,148,139
2021-05-03,Phoenix,91,225,53
2021-05-04,Phoenix,90,145,116
2021-05-05,Phoenix,93,160,81
2021-05-06,Phoenix,82,132,71
2021-05-07,Phoenix,88,163,112
2021-05-08,Phoenix,109,179,152
2021-05-09,Phoenix,90,214,74
2021-05-10,Phoenix,94,197,89
2021-05-11,Phoenix,85,131,82
2021-05-12,Phoenix,96,158,94
2021-05-13,Phoenix,95,185,89
2021-05-14,Phoenix,74,112,89
2021-05-15,Phoenix,82,181,65
2021-05-16,Phoenix,108,236,145
2021-05-17,Phoenix,98,171,89
2021-05-18,Phoenix,86,187,51
2021-05-19,Phoenix,97,180,62
2021-05-20,Phoenix,94,157,105
2021-05-21,Phoenix,87,184,87
2021-05-22,Phoenix,101,220,107
2021-05-23,Phoenix,95,201,132
2021-05-24,Phoenix,85,145,78
2021-05-25,Phoenix,87,169,123
2021-05-26,Phoenix,101,165,109
2021-05-27,Phoenix,93,199,81
2021-05-28,Phoenix,85,202,84
2021-05-29,Phoenix,86,186,118
2021-05-30,Phoenix,81,133,86
2021-05-31,Phoenix,84,173,84
2021-06-01,Phoenix,90,202,95
2021-06-02,Phoenix,86,207,43
2021-06-03,Phoenix,87,192,47
2021-06-04,Phoenix,93,168,97
2021-06-05,Phoenix,90,138,52
2021-06-06,Phoenix,75,167,44
2021-06-07,Phoenix,92,191,95
2021-06-08,Phoenix,108,180,82
2021-06-09,Phoenix,106,251,152
2021-06-10,Phoenix,78,147,113
2021-06-11,Phoenix,88,206,122
2021-06-12,Phoenix,89,134,47
2021-06-13,Phoenix,93,185,51
2021-06-14,Phoenix,82,188,46
2021-06-15,Phoenix,85,158,94
2021-06-16,Phoenix,97,147,70
2021-06-17,Phoenix,87,148,65
2021-06-18,Phoenix,85,191,85
2021-06-19,Phoenix,87,187,91
2021-06-20,Phoenix,91,195,76
2021-06-21,Phoenix,71,170,67
2021-06-22,Phoenix,72,140,105
2021-06-23,Phoenix,75,138,78
2021-06-24,Phoenix,107,204,59
2021-06-25,Phoenix,98,190,136
2021-06-26,Phoenix,77,124,99
2021-06-27,Phoenix,77,146,90
2021-06-28,Phoenix,82,179,52
2021-06-29,Phoenix,77,129,80
2021-06-30,Phoenix,90,174,114
2021-07-01,Phoenix,77,117,112
2021-07-02,Phoenix,95,210,138
2021-07-03,Phoenix,70,146,63
2021-07-04,Phoenix,81,177,59
2021-07-05,Phoenix,74,136,77
2021-07-06,Phoenix,75,143,76
2021-07-07,Phoenix,88,187,126
2021-07-08,Phoenix,88,209,64
2021-07-09,Phoenix,63,131,45
2021-07-10,Phoenix,78,190,51
2021-07-11,Phoenix,59,95,72
2021-07-12,Phoenix,79,167,42
2021-07-13,Phoenix,74,170,97
2021-07-14,Phoenix,57,113,60
2021-07-15,Phoenix,73,153,59
2021-07-16,Phoenix,86,136,47
2021-07-17,Phoenix,75,147,39
2021-07-18,Phoenix,70,134,94
2021-07-19,Phoenix,69,106,87
2021-07-20,Phoenix,68,156,54
2021-07-21,Phoenix,72,141,84
2021-07-22,Phoenix,60,136,40
2021-07-23,Phoenix,67,142,56
2021-07-24,Phoenix,72,145,98
2021-07-25,Phoenix,78,146,60
2021-07-26,Phoenix,61,131,40
2021-07-27,Phoenix,67,118,92
2021-07-28,Phoenix,77,167,71
2021-07-29,Phoenix,80,130,103
2021-07-30,Phoenix,59,129,38
2021-07-31,Phoenix,58,140,82
2021-08-01,Phoenix,77,188,78
2021-08-02,Phoenix,68,113,70
2021-08-03,Phoenix,72,175,59
2021-08-04,Phoenix,73,128,97
2021-08-05,Phoenix,56,115,75
2021-08-06,Phoenix,64,110,44
2021-08-07,Phoenix,73,173,78
2021-08-08,Phoenix,73,112,50
2021-08-09,Phoenix,56,96,40
2021-08-10,Phoenix,78,152,102
2021-08-11,Phoenix,63,138,46
2021-08-12,Phoenix,68,142,90
2021-08-13,Phoenix,67,110,87
2021-08-14,Phoenix,59,133,84
2021-08-15,Phoenix,61,140,84
2021-08-16,Phoenix,67,102,53
2021-08-17,Phoenix,61,126,81
2021-08-18,Phoenix,62,138,83
2021-08-19,Phoenix,70,125,35
2021-08-20,Phoenix,82,200,119
2021-08-21,Phoenix,55,121,44
2021-08-22,Phoenix,64,112,49
2021-08-23,Phoenix,80,155,112
2021-08-24,Phoenix,71,123,44
2021-08-25,Phoenix,57,116,29
2021-08-26,Phoenix,66,99,97
2021-08-27,Phoenix,65,140,93
2021-08-28,Phoenix,51,79,45
2021-08-29,Phoenix,70,120,48
2021-08-30,Phoenix,59,141,78
2021-08-31,Phoenix,77,153,88
2021-09-01,Phoenix,63,140,39
2021-09-02,Phoenix,66,148,97
2021-09-03,Phoenix,70,114,68
2021-09-04,Phoenix,64,156,66
2021-09-05,Phoenix,54,132,75
2021-09-06,Phoenix,63,141,83
2021-09-07,Phoenix,51,124,74
2021-09-08,Phoenix,59,141,54
2021-09-09,Phoenix,74,138,70
2021-09-10,Phoenix,60,119,40
2021-09-11,Phoenix,61,97,68
2021-09-12,Phoenix,71,111,39
2021-09-13,Phoenix,65,107,54
2021-09-14,Phoenix,44,80,63
2021-09-15,Phoenix,75,131,93
2021-09-16,Phoenix,39,65,54
2021-09-17,Phoenix,51,108,35
2021-09-18,Phoenix,65,134,95
2021-09-19,Phoenix,66,104,50
2021-09-20,Phoenix,51,121,31
2021-09-21,Phoenix,59,131,85
2021-09-22,Phoenix,59,126,76
2021-09-23,Phoenix,64,117,62
2021-09-24,Phoenix,43,86,35
2021-09-25,Phoenix,50,122,48
2021-09-26,Phoenix,53,130,36
2021-09-27,Phoenix,73,156,58
2021-09-28,Phoenix,60,90,77
2021-09-29,Phoenix,53,112,43
2021-09-30,Phoenix,49,99,55
2021-10-01,Phoenix,73,166,51
2021-10-02,Phoenix,61,108,46
2021-10-03,Phoenix,63,112,39
2021-10-04,Phoenix,52,90,72
2021-10-05,Phoenix,74,117,106
2021-10-06,Phoenix,67,163,46
2021-10-07,Phoenix,76,132,61
2021-10-08,Phoenix,62,127,38
2021-10-09,Phoenix,59,88,71
2021-10-10,Phoenix,48,84,69
2021-10-11,Phoenix,56,126,35
2021-10-12,Phoenix,57,141,55
2021-10-13,Phoenix,56,116,70
2021-10-14,Phoenix,68,111,77
2021-10-15,Phoenix,42,81,41
2021-10-16,Phoenix,46,102,35
2021-10-17,Phoenix,67,141,93
2021-10-18,Phoenix,66,113,76
2021-10-19,Phoenix,58,143,66
2021-10-20,Phoenix,54,129,55
2021-10-21,Phoenix,70,146,67
2021-10-22,Phoenix,44,89,53
2021-10-23,Phoenix,63,112,44
2021-10-24,Phoenix,70,121,82
2021-10-25,Phoenix,71,125,81
2021-10-26,Phoenix,55,108,30
2021-10-27,Phoenix,58,124,41
2021-10-28,Phoenix,63,115,81
2021-10-29,Phoenix,47,104,63
2021-10-30,Phoenix,63,98,49
2021-10-31,Phoenix,65,156,58
2021-11-01,Phoenix,61,94,36
2021-11-02,Phoenix,54,101,38
2021-11-03,Phoenix,56,110,43
2021-11-04,Phoenix,72,124,74
2021-11-05,Phoenix,54,123,27
2021-11-06,Phoenix,65,128,43
2021-11-07,Phoenix,51,77,25
2021-11-08,Phoenix,45,101,37
2021-11-09,Phoenix,58,139,53
2021-11-10,Phoenix,53,124,32
2021-11-11,Phoenix,67,167,56
2021-11-12,Phoenix,56,111,67
2021-11-13,Phoenix,63,128,50
2021-11-14,Phoenix,84,171,43
2021-11-15,Phoenix,67,134,38
2021-11-16,Phoenix,65,131,41
2021-11-17,Phoenix,71,112,102
2021-11-18,Phoenix,37,57,33
2021-11-19,Phoenix,77,188,75
2021-11-20,Phoenix,64,145,70
2021-11-21,Phoenix,80,184,85
2021-11-22,Phoenix,58,144,31
2021-11-23,Phoenix,78,173,115
2021-11-24,Phoenix,61,100,30
2021-11-25,Phoenix,71,146,102
2021-11-26,Phoenix,54,107,31
2021-11-27,Phoenix,64,139,91
2021-11-28,Phoenix,74,154,70
2021-11-29,Phoenix,70,153,43
2021-11-30,Phoenix,74,176,50
2021-12-01,Phoenix,63,122,48
2021-12-02,Phoenix,81,128,116
2021-12-03,Phoenix,56,139,45
2021-12-04,Phoenix,65,130,53
2021-12-05,Phoenix,76,189,93
2021-12-06,Phoenix,85,210,78
2021-12-07,Phoenix,58,142,38
2021-12-08,Phoenix,77,160,112
2021-12-09,Phoenix,69,132,59
2021-12-10,Phoenix,77,161,60
2021-12-11,Phoenix,78,123,87
2021-12-12,Phoenix,67,149,37
2021-12-13,Phoenix,86,214,120
2021-12-14,Phoenix,68,125,78
2021-12-15,Phoenix,83,138,89
2021-12-16,Phoenix,77,119,93
2021-12-17,Phoenix,82,184,97
2021-12-18,Phoenix,107,184,72
2021-12-19,Phoenix,63,124,47
2021-12-20,Phoenix,80,128,55
2021-12-21,Phoenix,97,146,137
2021-12-22,Phoenix,65,120,80
2021-12-23,Phoenix,69,117,79
2021-12-24,Phoenix,90,198,98
2021-12-25,Phoenix,90,214,64
2021-12-26,Phoenix,76,148,95
2021-12-27,Phoenix,76,157,46
2021-12-28,Phoenix,62,150,57
2021-12-29,Phoenix,88,147,47
2021-12-30,Phoenix,89,151,78
2021-12-31,Phoenix,75,173,73
2022-01-01,Phoenix,74,116,92
2022-01-02,Phoenix,87,206,117
2022-01-03,Phoenix,71,132,101
2022-01-04,Phoenix,63,150,34
2022-01-05,Phoenix,86,212,73
2022-01-06,Phoenix,82,173,113
2022-01-07,Phoenix,77,147,80
2022-01-08,Phoenix,70,115,60
2022-01-09,Phoenix,84,168,114
2022-01-10,Phoenix,77,144,41
2022-01-11,Phoenix,79,133,102
2022-01-12,Phoenix,83,133,52
2022-01-13,Phoenix,88,202,76
2022-01-14,Phoenix,69,155,44
2022-01-15,Phoenix,90,190,70
2022-01-16,Phoenix,76,122,76
2022-01-17,Phoenix,82,175,51
2022-01-18,Phoenix,96,163,129
2022-01-19,Phoenix,112,271,90
2022-01-20,Phoenix,88,134,126
2022-01-21,Phoenix,91,204,108
2022-01-22,Phoenix,88,197,79
2022-01-23,Phoenix,87,165,60
2022-01-24,Phoenix,97,219,87
2022-01-25,Phoenix,74,174,74
2022-01-26,Phoenix,87,135,66
2022-01-27,Phoenix,90,224,78
2022-01-28,Phoenix,99,244,128
2022-01-29,Phoenix,98,217,56
2022-01-30,Phoenix,96,203,102
2022-01-31,Phoenix,68,161,93
2022-02-01,Phoenix,86,149,103
2022-02-02,Phoenix,91,166,83
2022-02-03,Phoenix,78,152,109
2022-02-04,Phoenix,97,156,52
2022-02-05,Phoenix,95,222,73
2022-02-06,Phoenix,106,264,80
2022-02-07,Phoenix,92,145,103
2022-02-08,Phoenix,89,165,78
2022-02-09,Phoenix,92,208,68
2022-02-10,Phoenix,106,181,81
2022-02-11,Phoenix,102,156,72
2022-02-12,Phoenix,87,156,43
2022-02-13,Phoenix,95,198,111
2022-02-14,Phoenix,114,269,67
2022-02-15,Phoenix,94,168,68
2022-02-16,Phoenix,84,180,44
2022-02-17,Phoenix,80,148,44
2022-02-18,Phoenix,93,179,75
2022-02-19,Phoenix,96,197,133
2022-02-20,Phoenix,74,159,55
2022-02-21,Phoenix,109,174,118
2022-02-22,Phoenix,81,126,77
2022-02-23,Phoenix,100,205,121
2022-02-24,Phoenix,92,160,47
2022-02-25,Phoenix,92,226,104
2022-02-26,Phoenix,113,184,94
2022-02-27,Phoenix,96,208,48
2022-02-28,Phoenix,72,142,60
2022-03-01,Phoenix,91,171,101
2022-03-02,Phoenix,85,167,58
2022-03-03,Phoenix,89,164,64
2022-03-04,Phoenix,91,199,53
2022-03-05,Phoenix,84,193,89
2022-03-06,Phoenix,95,153,131
2022-03-07,Phoenix,113,245,141
2022-03-08,Phoenix,101,191,74
2022-03-09,Phoenix,89,136,50
2022-03-10,Phoenix,75,143,64
2022-03-11,Phoenix,98,185,88
2022-03-12,Phoenix,99,213,88
2022-03-13,Phoenix,105,225,114
2022-03-14,Phoenix,116,218,135
2022-03-15,Phoenix,111,246,134
2022-03-16,Phoenix,100,223,135
2022-03-17,Phoenix,93,147,108
2022-03-18,Phoenix,102,245,135
2022-03-19,Phoenix,81,158,80
2022-03-20,Phoenix,95,206,132
2022-03-21,Phoenix,97,212,63
2022-03-22,Phoenix,96,179,134
2022-03-23,Phoenix,109,165,150
2022-03-24,Phoenix,118,250,88
2022-03-25,Phoenix,99,238,143
2022-03-26,Phoenix,113,265,58
2022-03-27,Phoenix,99,182,136
2022-03-28,Phoenix,113,215,119
2022-03-29,Phoenix,111,188,109
2022-03-30,Phoenix,88,164,65
2022-03-31,Phoenix,104,194,105
2022-04-01,Phoenix,107,211,73
2022-04-02,Phoenix,106,210,139
2022-04-03,Phoenix,92,211,88
2022-04-04,Phoenix,89,136,125
2022-04-05,Phoenix,109,205,112
2022-04-06,Phoenix,106,241,98
2022-04-07,Phoenix,111,182,128
2022-04-08,Phoenix,78,175,87
2022-04-09,Phoenix,102,230,144
2022-04-10,Phoenix,97,182,68
2022-04-11,Phoenix,109,218,94
2022-04-12,Phoenix,103,216,124
2022-04-13,Phoenix,101,237,132
2022-04-14,Phoenix,113,230,144
2022-04-15,Phoenix,99,227,137
2022-04-16,Phoenix,95,142,87
2022-04-17,Phoenix,116,189,113
2022-04-18,Phoenix,77,184,89
2022-04-19,Phoenix,82,185,62
2022-04-20,Phoenix,91,197,82
2022-04-21,Phoenix,88,177,114
2022-04-22,Phoenix,104,218,99
2022-04-23,Phoenix,100,163,62
2022-04-24,Phoenix,106,159,101
2022-04-25,Phoenix,102,229,66
2022-04-26,Phoenix,90,157,88
2022-04-27,Phoenix,113,252,125
2022-04-28,Phoenix,103,204,96
2022-04-29,Phoenix,92,201,106
2022-04-30,Phoenix,96,159,116
2022-05-01,Phoenix,100,175,148
2022-05-02,Phoenix,91,185,90
2022-05-03,Phoenix,92,147,116
2022-05-04,Phoenix,102,162,55
2022-05-05,Phoenix,85,173,85
2022-05-06,Phoenix,93,229,88
2022-05-07,Phoenix,95,228,51
2022-05-08,Phoenix,97,196,81
2022-05-09,Phoenix,98,182,81
2022-05-10,Phoenix,108,219,123
2022-05-11,Phoenix,86,195,110
2022-05-12,Phoenix,83,147,75
2022-05-13,Phoenix,84,168,103
2022-05-14,Phoenix,85,144,45
2022-05-15,Phoenix,107,173,154
2022-05-16,Phoenix,91,209,59
2022-05-17,Phoenix,97,216,79
2022-05-18,Phoenix,82,152,67
2022-05-19,Phoenix,87,141,45
2022-05-20,Phoenix,97,207,141
2022-05-21,Phoenix,102,201,97
2022-05-22,Phoenix,91,203,62
2022-05-23,Phoenix,83,199,65
2022-05-24,Phoenix,93,165,80
2022-05-25,Phoenix,79,137,58
2022-05-26,Phoenix,91,161,123
2022-05-27,Phoenix,90,168,53
2022-05-28,Phoenix,84,137,61
2022-05-29,Phoenix,103,172,114
2022-05-30,Phoenix,76,130,87
2022-05-31,Phoenix,92,216,115
2022-06-01,Phoenix,86,151,56
2022-06-02,Phoenix,75,143,85
2022-06-03,Phoenix,83,175,49
2022-06-04,Phoenix,79,144,66
2022-06-05,Phoenix,105,257,54
2022-06-06,Phoenix,84,145,118
2022-06-07,Phoenix,89,150,50
2022-06-08,Phoenix,75,157,51
2022-06-09,Phoenix,91,192,76
2022-06-10,Phoenix,76,128,113
2022-06-11,Phoenix,100,224,70
2022-06-12,Phoenix,91,139,95
2022-06-13,Phoenix,91,174,92
2022-06-14,Phoenix,102,212,90
2022-06-15,Phoenix,89,177,63
2022-06-16,Phoenix,98,213,59
2022-06-17,Phoenix,74,118,64
2022-06-18,Phoenix,76,181,88
2022-06-19,Phoenix,75,178,92
2022-06-20,Phoenix,85,198,88
2022-06-21,Phoenix,86,144,108
2022-06-22,Phoenix,90,170,70
2022-06-23,Phoenix,93,193,115
2022-06-24,Phoenix,75,116,95
2022-06-25,Phoenix,100,220,110
2022-06-26,Phoenix,74,113,39
2022-06-27,Phoenix,73,145,105
2022-06-28,Phoenix,92,186,75
2022-06-29,Phoenix,94,201,83
